"Dataset","Scenario","QTL_N","H2_nominal","Repetition","Fold","SplitID","TaskID","Model","N_train","N_test","N_pred_finite","Genetic_Correlation","Genetic_RMSE","Genetic_MAE","Genetic_Bias","Genetic_Slope","Genetic_R2","GEBV_TrueG_Correlation","Phenotype_Correlation","Phenotype_RMSE","Phenotype_MAE","Phenotype_Bias","Phenotype_Slope","Phenotype_R2","Kernel_build_seconds","Fit_seconds","Predict_seconds","Status","Error"
"simulated","C2",40,0.7,2,1,"R02_F01","C2_R02_F01","GBLUP_ADE",800,200,200,0.799614114371861,0.569902005865701,0.452175364564446,0.0509135628053249,1.02029009329186,0.63622653283289,0.799614114371861,0.677967300130933,0.789810848153749,0.617266532656726,0.0894625628053247,0.977109451813028,0.452361036056569,5.17,10.9,0.0300000000000296,"ok",NA
"simulated","C2",40,0.7,2,2,"R02_F02","C2_R02_F02","GBLUP_ADE",800,200,200,0.77254851931667,0.59345391960524,0.477702468509231,-0.0844387517136348,1.0476593586124,0.587239928467016,0.77254851931667,0.692297178610655,0.769510837070257,0.631171847243219,-0.0963137517136346,1.07301847974503,0.468733367660662,5.17,14.44,0.139999999999986,"ok",NA
"simulated","C2",40,0.7,2,3,"R02_F03","C2_R02_F03","GBLUP_ADE",800,200,200,0.745260469709618,0.62247919789956,0.502014626127241,0.004110897069327,0.965551508163483,0.554686768244419,0.745260469709618,0.630907716426314,0.831637697823787,0.646942022485886,0.0214428970693271,0.937591100983926,0.395879329651983,5.17,15.57,0.0299999999999727,"ok",NA
"simulated","C2",40,0.7,2,4,"R02_F04","C2_R02_F04","GBLUP_ADE",800,200,200,0.738685687591367,0.657825917959896,0.53215502918925,0.0659255053985789,1.00311692550769,0.541041730547337,0.738685687591367,0.659317550096925,0.81736236626409,0.6542037202525,0.0521030053985796,1.00035223040489,0.432393128638109,5.17,17.09,0.0199999999999818,"ok",NA
"simulated","C2",40,0.7,2,5,"R02_F05","C2_R02_F05","GBLUP_ADE",800,200,200,0.815568066974536,0.58335046150371,0.461827007572709,0.00908674991553354,1.09315677356048,0.660238418405323,0.815568066974536,0.697711524032067,0.78319528739625,0.586614591803697,-0.0210862500844663,1.02102934713055,0.486222446897714,5.17,15.53,0.0299999999999727,"ok",NA
"simulated","C2",40,0.7,3,1,"R03_F01","C2_R03_F01","GBLUP_ADE",800,200,200,0.771406256775835,0.564882134002329,0.466794139547768,-0.0474096151747003,0.930015801082297,0.588801488468003,0.771406256775834,0.668936554093349,0.735171098896318,0.585259600423013,-0.0722926151746998,0.896226672861606,0.436023283130585,5.17,15.61,0.120000000000005,"ok",NA
"simulated","C2",40,0.7,3,2,"R03_F02","C2_R03_F02","GBLUP_ADE",800,200,200,0.802235276141829,0.670452903345915,0.536524224453961,0.0384872085780543,1.12296620540512,0.634660653086936,0.802235276141829,0.719663332354891,0.850079794362904,0.661827005517682,0.0773162085780547,1.10222701778066,0.509401977277434,5.17,13.42,0.0299999999999727,"ok",NA
"simulated","C2",40,0.7,3,3,"R03_F03","C2_R03_F03","GBLUP_ADE",800,200,200,0.698472104264477,0.641347845026026,0.51675566052758,0.0645351625224664,0.890400807799264,0.475157465228094,0.698472104264477,0.594124785919077,0.816825973689922,0.644182105178562,0.0688011625224663,0.85943922829849,0.338851863795948,5.17,12.31,0.0200000000000387,"ok",NA
"simulated","C2",40,0.7,3,4,"R03_F04","C2_R03_F04","GBLUP_ADE",800,200,200,0.767614388726662,0.60954025927897,0.491473736158772,0.0613802943901891,1.02559407315803,0.584653129193131,0.767614388726662,0.651498829195366,0.821249696746334,0.644702368346287,0.0693887943901887,0.992701504816628,0.420289313640285,5.17,12.98,0.140000000000043,"ok",NA
"simulated","C2",40,0.7,3,5,"R03_F05","C2_R03_F05","GBLUP_ADE",800,200,200,0.807264297757385,0.556310182333631,0.437270390806827,-0.0622082121001365,1.0721118070213,0.644279339185861,0.807264297757385,0.700566812736803,0.769355030537621,0.606302628403967,-0.0884182121001359,1.0663400274012,0.482053346972098,5.17,12.4299999999999,0.0100000000000477,"ok",NA
"simulated","C2",40,0.7,4,1,"R04_F01","C2_R04_F01","GBLUP_ADE",800,200,200,0.748646020074602,0.614458729707881,0.50224266096763,0.0129618773959714,1.05457742969384,0.558773378230241,0.748646020074602,0.650986058620413,0.787676174358843,0.630736944342323,-0.0297101226040282,1.02764170819064,0.42265484692698,5.17,15.42,0.0199999999999818,"ok",NA
"simulated","C2",40,0.7,4,2,"R04_F02","C2_R04_F02","GBLUP_ADE",800,200,200,0.792195624635783,0.604389798286261,0.486109055311708,-0.0353870611972111,1.01878277563609,0.626078749608946,0.792195624635783,0.656902857824943,0.841651467937181,0.661528348799852,-0.00658356119721212,0.953209511747948,0.430446737288157,5.17,10.6799999999999,0.129999999999995,"ok",NA
"simulated","C2",40,0.7,4,3,"R04_F03","C2_R04_F03","GBLUP_ADE",800,200,200,0.722466086148908,0.597386566273384,0.46012167872852,0.0279155564140311,0.888081531473796,0.512603360635375,0.722466086148908,0.607954584784798,0.744404751389148,0.597303145720727,0.0229715564140314,0.804661450740365,0.347205435550288,5.17,10.86,0.00999999999999091,"ok",NA
"simulated","C2",40,0.7,4,4,"R04_F04","C2_R04_F04","GBLUP_ADE",800,200,200,0.810719585069094,0.602108609015167,0.478420862710694,-0.0994891455073005,1.09308971847308,0.642745450524081,0.810719585069093,0.709310329158026,0.817428650372528,0.643750453046709,-0.110521645507299,1.08728017004058,0.490566232876172,5.17,12.3200000000001,0.00999999999999091,"ok",NA
"simulated","C2",40,0.7,4,5,"R04_F05","C2_R04_F05","GBLUP_ADE",800,200,200,0.773616481514537,0.623995109071688,0.49558205450005,0.134641747510621,0.980069213010168,0.578616032978442,0.773616481514537,0.669579917098507,0.839636131678298,0.631400335669361,0.164497247510622,0.978042620795592,0.426082829879802,5.17,11.84,0.0199999999999818,"ok",NA
"simulated","C2",40,0.7,5,1,"R05_F01","C2_R05_F01","GBLUP_ADE",800,200,200,0.76301301682464,0.62255976203889,0.48607548810877,0.0879638072673304,1.03932927992322,0.572827155841527,0.76301301682464,0.63553439715049,0.852343170671122,0.662570144251103,0.102501307267331,0.996028476387511,0.395150180380199,5.17,16.89,0.0299999999999727,"ok",NA
"simulated","C2",40,0.7,5,2,"R05_F02","C2_R05_F02","GBLUP_ADE",800,200,200,0.719776287917052,0.667031765826897,0.532123686746124,0.089922822596866,0.868717705148862,0.497106619257421,0.719776287917052,0.615911479356254,0.861311019606857,0.656908511175822,0.107337822596866,0.849137674936649,0.35739286267838,5.17,11.7600000000001,0.17999999999995,"ok",NA
"simulated","C2",40,0.7,5,3,"R05_F03","C2_R05_F03","GBLUP_ADE",800,200,200,0.810087376161278,0.565986057542784,0.453754840557521,-0.0611519209361746,1.06853107297245,0.649449956133547,0.810087376161278,0.712500254368222,0.748151105101531,0.617568499130694,-0.0792879209361744,1.04149471122364,0.501249095702821,5.17,16.15,0.0199999999999818,"ok",NA
"simulated","C2",40,0.7,5,4,"R05_F04","C2_R05_F04","GBLUP_ADE",800,200,200,0.781160449299721,0.614331601817926,0.512780373941165,-0.00917226475015539,1.08339870678226,0.606507979934099,0.781160449299721,0.675818790712902,0.806234466756716,0.646156038680197,-0.0204292647501553,1.04570553905966,0.455508908169993,5.17,23.9100000000001,0.0299999999999727,"ok",NA
"simulated","C2",40,0.7,5,5,"R05_F05","C2_R05_F05","GBLUP_ADE",800,200,200,0.765655883832239,0.597112633739841,0.476516588924664,-0.0557914613604241,1.00552222648243,0.582566987937494,0.76565588383224,0.660802311807594,0.766547258718191,0.598153651327403,-0.0583404613604237,0.955416159433904,0.432421174753535,5.17,15.63,0.00999999999999091,"ok",NA
"simulated","C3",80,0.5,1,1,"R01_F01","C3_R01_F01","GBLUP_ADE",800,200,200,0.79682297221042,0.396048685256674,0.315719246086953,-0.0278825547760468,0.944963375883094,0.630943892465715,0.79682297221042,0.575874969311559,0.756491593076061,0.620720222155097,-0.103849054776046,0.959742083641556,0.318199923724397,5.17,13.59,0.0299999999999727,"ok",NA
"simulated","C3",80,0.5,1,2,"R01_F02","C3_R01_F02","GBLUP_ADE",800,200,200,0.823103954121829,0.42402651976617,0.342644560286366,0.0328238969099942,0.910674148643907,0.668998304493412,0.823103954121829,0.574105887646565,0.762101353180162,0.627395107687882,0.101475396909995,0.779907325138217,0.290774587466929,5.17,13.4400000000001,0.169999999999959,"ok",NA
