"Scenario","Repetition","Fold","SplitID","TaskID","Model","Architecture","Learning_rate","L1","L2","Best_epoch","Last_epoch","Stopped_by_patience","Hit_epoch_ceiling","Validation_RMSE","Validation_Correlation","N_epoch_fit","N_epoch_validation","Fit_seconds"
"C2",3,2,"R03_F02","C2_R03_F02","ANN_L1","64-32",0.00025,0.001,0,17,42,TRUE,FALSE,0.803778287793761,0.620388064302622,680,120,0.590000000000032
"C2",3,2,"R03_F02","C2_R03_F02","ANN_L2","64-32",0.00025,0,0.01,13,38,TRUE,FALSE,0.80857417792441,0.624143201482559,680,120,0.639999999999986
"C2",3,2,"R03_F02","C2_R03_F02","ANN_L1_L2","64-32",0.00025,0.001,0.01,17,42,TRUE,FALSE,0.80302119593198,0.621354785138081,680,120,0.629999999999995
"C2",3,3,"R03_F03","C2_R03_F03","ANN_0","32-16",0.000125,0,0,55,80,TRUE,FALSE,0.717523620764693,0.71348420757297,680,120,1.17000000000007
"C2",3,3,"R03_F03","C2_R03_F03","ANN_L1","32-16",0.000125,0.001,0,65,90,TRUE,FALSE,0.722585930135691,0.709239906938644,680,120,1.26999999999998
"C2",3,3,"R03_F03","C2_R03_F03","ANN_L2","32-16",0.000125,0,0.01,55,80,TRUE,FALSE,0.716875909768549,0.714308684516694,680,120,1.15999999999997
"C2",3,3,"R03_F03","C2_R03_F03","ANN_L1_L2","32-16",0.000125,0.001,1e-04,64,89,TRUE,FALSE,0.723042380096026,0.708908786453452,680,120,1.38999999999999
"C2",3,4,"R03_F04","C2_R03_F04","ANN_0","64-32",0.000125,0,0,29,54,TRUE,FALSE,0.734466780858644,0.69510310489152,680,120,0.730000000000018
"C2",3,4,"R03_F04","C2_R03_F04","ANN_L1","64-32",0.000125,0.001,0,30,55,TRUE,FALSE,0.725732608813897,0.699640935610031,680,120,1.05999999999995
"C2",3,4,"R03_F04","C2_R03_F04","ANN_L2","64-32",0.000125,0,1e-05,29,54,TRUE,FALSE,0.734670793332977,0.694835843227391,680,120,0.850000000000023
"C2",3,4,"R03_F04","C2_R03_F04","ANN_L1_L2","64-32",0.000125,0.001,0.01,30,55,TRUE,FALSE,0.726413787349178,0.69835852447596,680,120,0.75
"C2",3,5,"R03_F05","C2_R03_F05","ANN_0","32",0.000125,0,0,7,32,TRUE,FALSE,0.814773719840798,0.71137474304042,680,120,0.330000000000041
"C2",3,5,"R03_F05","C2_R03_F05","ANN_L1","32",0.000125,0.01,0,12,37,TRUE,FALSE,0.855570377879356,0.679975527035631,680,120,0.410000000000082
"C2",3,5,"R03_F05","C2_R03_F05","ANN_L2","32",0.000125,0,0.01,7,32,TRUE,FALSE,0.814797765642153,0.711326008348094,680,120,0.389999999999986
"C2",3,5,"R03_F05","C2_R03_F05","ANN_L1_L2","32",0.000125,0.01,1e-05,12,37,TRUE,FALSE,0.855571108875615,0.679975236973884,680,120,0.449999999999932
"C2",4,1,"R04_F01","C2_R04_F01","ANN_0","64-32",0.000125,0,0,23,48,TRUE,FALSE,0.815614266586208,0.62701592299626,680,120,0.600000000000023
"C2",4,1,"R04_F01","C2_R04_F01","ANN_L1","64-32",0.000125,0.001,0,26,51,TRUE,FALSE,0.806483446044496,0.633270068698091,680,120,0.860000000000014
"C2",4,1,"R04_F01","C2_R04_F01","ANN_L2","64-32",0.000125,0,0.01,23,48,TRUE,FALSE,0.815610657986605,0.626991020874637,680,120,0.990000000000009
"C2",4,1,"R04_F01","C2_R04_F01","ANN_L1_L2","64-32",0.000125,0.001,0.01,26,51,TRUE,FALSE,0.805596202550664,0.634605617919293,680,120,0.939999999999941
"C2",4,2,"R04_F02","C2_R04_F02","ANN_0","64-32",0.000125,0,0,23,48,TRUE,FALSE,0.892717261498008,0.600569021870383,680,120,0.720000000000027
"C2",4,2,"R04_F02","C2_R04_F02","ANN_L1","64-32",0.000125,0.001,0,30,55,TRUE,FALSE,0.890134141305672,0.597408411628938,680,120,0.710000000000036
"C2",4,2,"R04_F02","C2_R04_F02","ANN_L2","64-32",0.000125,0,0.01,23,48,TRUE,FALSE,0.891714148432362,0.600979589562069,680,120,0.689999999999941
"C2",4,2,"R04_F02","C2_R04_F02","ANN_L1_L2","64-32",0.000125,0.001,1e-05,30,55,TRUE,FALSE,0.890059810610812,0.597520802726428,680,120,0.779999999999973
"C2",4,3,"R04_F03","C2_R04_F03","ANN_0","64-32",0.00025,0,0,9,34,TRUE,FALSE,0.850139827427019,0.736272800658995,680,120,0.42999999999995
"C2",4,3,"R04_F03","C2_R04_F03","ANN_L1","64-32",0.00025,1e-04,0,9,34,TRUE,FALSE,0.850723358425024,0.735823315815858,680,120,0.639999999999986
"C2",4,3,"R04_F03","C2_R04_F03","ANN_L2","64-32",0.00025,0,0.01,9,34,TRUE,FALSE,0.85056630882885,0.73588888964364,680,120,0.610000000000014
"C2",4,3,"R04_F03","C2_R04_F03","ANN_L1_L2","64-32",0.00025,1e-04,0.001,9,34,TRUE,FALSE,0.850463368666333,0.736007393276788,680,120,0.699999999999932
"C2",4,4,"R04_F04","C2_R04_F04","ANN_0","64-32",0.000125,0,0,9,34,TRUE,FALSE,0.876093577174561,0.54083250147454,680,120,0.67999999999995
"C2",4,4,"R04_F04","C2_R04_F04","ANN_L1","64-32",0.000125,0.001,0,10,35,TRUE,FALSE,0.873742474330437,0.544479367358301,680,120,0.549999999999955
"C2",4,4,"R04_F04","C2_R04_F04","ANN_L2","64-32",0.000125,0,0.001,9,34,TRUE,FALSE,0.87613132986295,0.540801953996043,680,120,0.629999999999995
"C2",4,4,"R04_F04","C2_R04_F04","ANN_L1_L2","64-32",0.000125,0.001,1e-04,10,35,TRUE,FALSE,0.873723008237372,0.544515102730356,680,120,0.57000000000005
"C2",4,5,"R04_F05","C2_R04_F05","ANN_0","32-16",0.000125,0,0,18,43,TRUE,FALSE,0.778247519969949,0.611775461240015,680,120,0.669999999999959
"C2",4,5,"R04_F05","C2_R04_F05","ANN_L1","32-16",0.000125,0.001,0,19,44,TRUE,FALSE,0.778620226514589,0.612887502689832,680,120,0.710000000000036
"C2",4,5,"R04_F05","C2_R04_F05","ANN_L2","32-16",0.000125,0,0.001,18,43,TRUE,FALSE,0.778059948009883,0.612136504074002,680,120,0.829999999999927
"C2",4,5,"R04_F05","C2_R04_F05","ANN_L1_L2","32-16",0.000125,0.001,1e-05,19,44,TRUE,FALSE,0.77865303175445,0.612847281277429,680,120,0.75
"C2",5,1,"R05_F01","C2_R05_F01","ANN_0","32-16",0.000125,0,0,42,67,TRUE,FALSE,0.836823534634797,0.606043696163749,680,120,1.37
"C2",5,1,"R05_F01","C2_R05_F01","ANN_L1","32-16",0.000125,0.001,0,75,100,TRUE,FALSE,0.834450110978759,0.606705501434241,680,120,1.4899999999999
"C2",5,1,"R05_F01","C2_R05_F01","ANN_L2","32-16",0.000125,0,0.01,42,67,TRUE,FALSE,0.835946565258954,0.607266060503916,680,120,0.889999999999986
"C2",5,1,"R05_F01","C2_R05_F01","ANN_L1_L2","32-16",0.000125,0.001,0.001,76,101,TRUE,FALSE,0.833628024532852,0.607618042787772,680,120,1.34999999999991
"C2",5,2,"R05_F02","C2_R05_F02","ANN_0","64-32",5e-04,0,0,2,27,TRUE,FALSE,0.83303147625424,0.572495385862529,680,120,0.32000000000005
"C2",5,2,"R05_F02","C2_R05_F02","ANN_L1","64-32",5e-04,1e-05,0,2,27,TRUE,FALSE,0.833054498776496,0.572459948393899,680,120,0.309999999999945
"C2",5,2,"R05_F02","C2_R05_F02","ANN_L2","64-32",5e-04,0,0.001,2,27,TRUE,FALSE,0.833027404627895,0.572506506582079,680,120,0.299999999999955
"C2",5,2,"R05_F02","C2_R05_F02","ANN_L1_L2","64-32",5e-04,1e-05,0.001,2,27,TRUE,FALSE,0.833112032232805,0.57241176419346,680,120,0.399999999999977
"C2",5,3,"R05_F03","C2_R05_F03","ANN_0","64-32",0.000125,0,0,14,39,TRUE,FALSE,0.90539586627499,0.633276388738494,680,120,0.620000000000005
"C2",5,3,"R05_F03","C2_R05_F03","ANN_L1","64-32",0.000125,0.001,0,17,42,TRUE,FALSE,0.904705147304426,0.634408803276437,680,120,0.590000000000032
"C2",5,3,"R05_F03","C2_R05_F03","ANN_L2","64-32",0.000125,0,0.001,14,39,TRUE,FALSE,0.905312585022805,0.633360287641343,680,120,0.469999999999914
"C2",5,3,"R05_F03","C2_R05_F03","ANN_L1_L2","64-32",0.000125,0.001,1e-04,17,42,TRUE,FALSE,0.904722572853536,0.634384324528405,680,120,0.720000000000027
"C2",5,4,"R05_F04","C2_R05_F04","ANN_0","64-32",0.000125,0,0,12,37,TRUE,FALSE,0.794180759386548,0.621103060903398,680,120,0.439999999999941
"C2",5,4,"R05_F04","C2_R05_F04","ANN_L1","64-32",0.000125,0.001,0,13,38,TRUE,FALSE,0.79393673679732,0.62121036537614,680,120,0.569999999999936
"C2",5,4,"R05_F04","C2_R05_F04","ANN_L2","64-32",0.000125,0,1e-04,12,37,TRUE,FALSE,0.794223980009659,0.621055952334852,680,120,0.470000000000027
"C2",5,4,"R05_F04","C2_R05_F04","ANN_L1_L2","64-32",0.000125,0.001,0.001,13,38,TRUE,FALSE,0.793884698618322,0.621249141042095,680,120,0.439999999999941
"C2",5,5,"R05_F05","C2_R05_F05","ANN_0","64-32",0.000125,0,0,20,45,TRUE,FALSE,0.885375886590086,0.686657694253149,680,120,0.629999999999995
"C2",5,5,"R05_F05","C2_R05_F05","ANN_L1","64-32",0.000125,0.001,0,21,46,TRUE,FALSE,0.890886769357274,0.683863194102861,680,120,0.629999999999995
"C2",5,5,"R05_F05","C2_R05_F05","ANN_L2","64-32",0.000125,0,1e-04,19,44,TRUE,FALSE,0.885469546264283,0.686453765035849,680,120,0.779999999999973
"C2",5,5,"R05_F05","C2_R05_F05","ANN_L1_L2","64-32",0.000125,0.001,0.01,21,46,TRUE,FALSE,0.891922342697367,0.683379646163876,680,120,0.680000000000064
"C3",1,1,"R01_F01","C3_R01_F01","ANN_0","64-32",0.000125,0,0,13,38,TRUE,FALSE,0.757332060166129,0.622570835849523,680,120,0.730000000000018
"C3",1,1,"R01_F01","C3_R01_F01","ANN_L1","64-32",0.000125,0.001,0,14,39,TRUE,FALSE,0.754231994010952,0.626435966670743,680,120,0.669999999999959
"C3",1,1,"R01_F01","C3_R01_F01","ANN_L2","64-32",0.000125,0,0.01,13,38,TRUE,FALSE,0.757434198886522,0.622423678773929,680,120,0.600000000000023
"C3",1,1,"R01_F01","C3_R01_F01","ANN_L1_L2","64-32",0.000125,1e-04,0.01,13,38,TRUE,FALSE,0.757106338390016,0.622765375589116,680,120,0.5
"C3",1,2,"R01_F02","C3_R01_F02","ANN_0","64-32",0.000125,0,0,12,37,TRUE,FALSE,0.692866400619256,0.627924060163271,680,120,0.550000000000068
"C3",1,2,"R01_F02","C3_R01_F02","ANN_L1","64-32",0.000125,0.001,0,13,38,TRUE,FALSE,0.69588416338434,0.624942521435307,680,120,0.529999999999973
"C3",1,2,"R01_F02","C3_R01_F02","ANN_L2","64-32",0.000125,0,1e-05,12,37,TRUE,FALSE,0.692852565558597,0.627937960420168,680,120,0.549999999999955
"C3",1,2,"R01_F02","C3_R01_F02","ANN_L1_L2","64-32",0.000125,0.001,0.01,14,39,TRUE,FALSE,0.696542729987037,0.623183922493645,680,120,0.539999999999964
"C3",1,3,"R01_F03","C3_R01_F03","ANN_0","64-32",0.000125,0,0,11,36,TRUE,FALSE,0.674998337212685,0.617355020756625,680,120,0.519999999999982
"C3",1,3,"R01_F03","C3_R01_F03","ANN_L1","64-32",0.000125,0.001,0,12,37,TRUE,FALSE,0.671555186887233,0.620829215344617,680,120,0.509999999999991
"C3",1,3,"R01_F03","C3_R01_F03","ANN_L2","64-32",0.000125,0,1e-04,11,36,TRUE,FALSE,0.675041315177699,0.617351513159973,680,120,0.470000000000027
"C3",1,3,"R01_F03","C3_R01_F03","ANN_L1_L2","64-32",0.000125,0.001,0.001,12,37,TRUE,FALSE,0.671611731854313,0.620739413623144,680,120,0.659999999999968
"C3",1,4,"R01_F04","C3_R01_F04","ANN_0","64-32",0.00025,0,0,4,29,TRUE,FALSE,0.764717608037154,0.46213560399757,680,120,0.370000000000005
"C3",1,4,"R01_F04","C3_R01_F04","ANN_L1","64-32",0.00025,1e-04,0,4,29,TRUE,FALSE,0.764584565955087,0.462662538400808,680,120,0.379999999999995
"C3",1,4,"R01_F04","C3_R01_F04","ANN_L2","64-32",0.00025,0,0.01,4,29,TRUE,FALSE,0.764604905068542,0.462513675637554,680,120,0.370000000000005
"C3",1,4,"R01_F04","C3_R01_F04","ANN_L1_L2","64-32",0.00025,1e-04,1e-04,4,29,TRUE,FALSE,0.764702776570349,0.462331294133817,680,120,0.32000000000005
"C3",1,5,"R01_F05","C3_R01_F05","ANN_0","32-16",5e-04,0,0,11,36,TRUE,FALSE,0.793673597236021,0.588696807734476,680,120,0.469999999999914
"C3",1,5,"R01_F05","C3_R01_F05","ANN_L1","32-16",5e-04,0.001,0,26,51,TRUE,FALSE,0.782474569165549,0.601575004715187,680,120,0.639999999999986
"C3",1,5,"R01_F05","C3_R01_F05","ANN_L2","32-16",5e-04,0,1e-05,11,36,TRUE,FALSE,0.793411066889651,0.589060570986449,680,120,0.590000000000032
"C3",1,5,"R01_F05","C3_R01_F05","ANN_L1_L2","32-16",5e-04,0.001,0.001,26,51,TRUE,FALSE,0.785055100227757,0.597975581722136,680,120,0.67999999999995
"C3",2,1,"R02_F01","C3_R02_F01","ANN_0","32",0.000125,0,0,23,48,TRUE,FALSE,0.747621285039389,0.525260597424329,680,120,0.480000000000018
"C3",2,1,"R02_F01","C3_R02_F01","ANN_L1","32",0.000125,0.01,0,31,56,TRUE,FALSE,0.728531174077554,0.554493938717676,680,120,0.579999999999927
"C3",2,1,"R02_F01","C3_R02_F01","ANN_L2","32",0.000125,0,0.01,23,48,TRUE,FALSE,0.748443268544821,0.524026433717821,680,120,0.470000000000027
"C3",2,1,"R02_F01","C3_R02_F01","ANN_L1_L2","32",0.000125,0.01,1e-05,31,56,TRUE,FALSE,0.728531157408033,0.554493855118291,680,120,0.480000000000018
"C3",2,2,"R02_F02","C3_R02_F02","ANN_0","32-16",0.000125,0,0,68,93,TRUE,FALSE,0.785310749522488,0.622817386170185,680,120,1.12
"C3",2,2,"R02_F02","C3_R02_F02","ANN_L1","32-16",0.000125,0.001,0,95,120,TRUE,FALSE,0.768083592667535,0.641772783686008,680,120,1.54999999999995
"C3",2,2,"R02_F02","C3_R02_F02","ANN_L2","32-16",0.000125,0,1e-05,67,92,TRUE,FALSE,0.784927941965453,0.623296896612047,680,120,1.27999999999997
"C3",2,2,"R02_F02","C3_R02_F02","ANN_L1_L2","32-16",0.000125,0.001,0.01,87,112,TRUE,FALSE,0.770462921869309,0.6390067984369,680,120,1.42000000000007
"C3",2,3,"R02_F03","C3_R02_F03","ANN_0","16",0.000125,0,0,15,40,TRUE,FALSE,0.797928365739339,0.546437000626773,680,120,0.329999999999927
"C3",2,3,"R02_F03","C3_R02_F03","ANN_L1","16",0.000125,0.01,0,37,62,TRUE,FALSE,0.787398319439573,0.560815468061258,680,120,0.549999999999955
"C3",2,3,"R02_F03","C3_R02_F03","ANN_L2","16",0.000125,0,0.01,15,40,TRUE,FALSE,0.797694776233063,0.546786613991727,680,120,0.379999999999995
"C3",2,3,"R02_F03","C3_R02_F03","ANN_L1_L2","16",0.000125,0.01,0.01,36,61,TRUE,FALSE,0.787549247748565,0.560800743131488,680,120,0.57000000000005
"C3",2,4,"R02_F04","C3_R02_F04","ANN_0","8",0.000125,0,0,46,71,TRUE,FALSE,0.788716319149207,0.592999393985739,680,120,0.680000000000064
"C3",2,4,"R02_F04","C3_R02_F04","ANN_L1","8",0.000125,0.001,0,46,71,TRUE,FALSE,0.794867629358127,0.585429303706291,680,120,0.659999999999968
"C3",2,4,"R02_F04","C3_R02_F04","ANN_L2","8",0.000125,0,1e-05,46,71,TRUE,FALSE,0.788716316908521,0.592999426369085,680,120,0.610000000000014
"C3",2,4,"R02_F04","C3_R02_F04","ANN_L1_L2","8",0.000125,1e-05,0.001,46,71,TRUE,FALSE,0.788761099560599,0.592946715146272,680,120,0.639999999999986
"C3",2,5,"R02_F05","C3_R02_F05","ANN_0","64-32",0.00025,0,0,6,31,TRUE,FALSE,0.79631669139918,0.563232918210911,680,120,0.360000000000014
"C3",2,5,"R02_F05","C3_R02_F05","ANN_L1","64-32",0.00025,1e-04,0,6,31,TRUE,FALSE,0.795573168992707,0.56406933812358,680,120,0.389999999999986
"C3",2,5,"R02_F05","C3_R02_F05","ANN_L2","64-32",0.00025,0,0.01,6,31,TRUE,FALSE,0.796254962813168,0.563085674410904,680,120,0.410000000000082
"C3",2,5,"R02_F05","C3_R02_F05","ANN_L1_L2","64-32",0.00025,0.001,0.001,6,31,TRUE,FALSE,0.794810202732798,0.563157585284965,680,120,0.370000000000005
"C3",3,1,"R03_F01","C3_R03_F01","ANN_0","64-32",5e-04,0,0,3,28,TRUE,FALSE,0.749926668455995,0.55744119735973,680,120,0.440000000000055
"C3",3,1,"R03_F01","C3_R03_F01","ANN_L1","64-32",5e-04,1e-04,0,3,28,TRUE,FALSE,0.749466387597819,0.558118871390478,680,120,0.350000000000023
"C3",3,1,"R03_F01","C3_R03_F01","ANN_L2","64-32",5e-04,0,0.001,3,28,TRUE,FALSE,0.749885965835341,0.557524718531991,680,120,0.409999999999968
"C3",3,1,"R03_F01","C3_R03_F01","ANN_L1_L2","64-32",5e-04,1e-04,1e-05,3,28,TRUE,FALSE,0.749489955695916,0.558075138418793,680,120,0.350000000000023
"C3",3,2,"R03_F02","C3_R03_F02","ANN_0","32",0.000125,0,0,8,33,TRUE,FALSE,0.758549519248925,0.664805271872958,680,120,0.299999999999955
"C3",3,2,"R03_F02","C3_R03_F02","ANN_L1","32",0.000125,0.01,0,13,38,TRUE,FALSE,0.773946049075156,0.655682924808948,680,120,0.339999999999918
"C3",3,2,"R03_F02","C3_R03_F02","ANN_L2","32",0.000125,0,0.01,8,33,TRUE,FALSE,0.758483732375939,0.664856505362732,680,120,0.280000000000086
"C3",3,2,"R03_F02","C3_R03_F02","ANN_L1_L2","32",0.000125,0.01,1e-05,13,38,TRUE,FALSE,0.77394622541161,0.655682687124228,680,120,0.439999999999941
"C3",3,3,"R03_F03","C3_R03_F03","ANN_0","64-32",0.000125,0,0,29,54,TRUE,FALSE,0.7634681504474,0.581558409858084,680,120,0.889999999999986
"C3",3,3,"R03_F03","C3_R03_F03","ANN_L1","64-32",0.000125,1e-05,0,29,54,TRUE,FALSE,0.763216144074968,0.582130792147086,680,120,0.870000000000005
"C3",3,3,"R03_F03","C3_R03_F03","ANN_L2","64-32",0.000125,0,0.001,28,53,TRUE,FALSE,0.763297907794599,0.582434651908678,680,120,0.680000000000064
"C3",3,3,"R03_F03","C3_R03_F03","ANN_L1_L2","64-32",0.000125,1e-05,0.01,29,54,TRUE,FALSE,0.762687361499063,0.582623177902641,680,120,0.629999999999995
"C3",3,4,"R03_F04","C3_R03_F04","ANN_0","64-32",0.000125,0,0,17,42,TRUE,FALSE,0.754250095643781,0.656111339046343,680,120,0.5
"C3",3,4,"R03_F04","C3_R03_F04","ANN_L1","64-32",0.000125,0.001,0,18,43,TRUE,FALSE,0.75755984394147,0.653558103889964,680,120,0.810000000000059
"C3",3,4,"R03_F04","C3_R03_F04","ANN_L2","64-32",0.000125,0,1e-05,17,42,TRUE,FALSE,0.754255016788377,0.65610562491595,680,120,0.669999999999959
"C3",3,4,"R03_F04","C3_R03_F04","ANN_L1_L2","64-32",0.000125,0.001,0.001,18,43,TRUE,FALSE,0.757669451923382,0.653517428503122,680,120,0.660000000000082
"C3",3,5,"R03_F05","C3_R03_F05","ANN_0","64-32",0.00025,0,0,6,31,TRUE,FALSE,0.740990977450872,0.565619579882782,680,120,0.459999999999923
"C3",3,5,"R03_F05","C3_R03_F05","ANN_L1","64-32",0.00025,0.001,0,6,31,TRUE,FALSE,0.738116214322532,0.566683235032825,680,120,0.439999999999941
"C3",3,5,"R03_F05","C3_R03_F05","ANN_L2","64-32",0.00025,0,0.001,6,31,TRUE,FALSE,0.740948213313369,0.565774035385133,680,120,0.450000000000045
"C3",3,5,"R03_F05","C3_R03_F05","ANN_L1_L2","64-32",0.00025,1e-05,1e-04,6,31,TRUE,FALSE,0.741144417833905,0.565462238943055,680,120,0.539999999999964
"C3",4,1,"R04_F01","C3_R04_F01","ANN_0","64-32",0.000125,0,0,13,38,TRUE,FALSE,0.638219367256463,0.730222021437971,680,120,0.730000000000018
"C3",4,1,"R04_F01","C3_R04_F01","ANN_L1","64-32",0.000125,0.001,0,13,38,TRUE,FALSE,0.647539297050489,0.723652476989064,680,120,0.719999999999914
"C3",4,1,"R04_F01","C3_R04_F01","ANN_L2","64-32",0.000125,0,0.01,13,38,TRUE,FALSE,0.638735568121773,0.729871496681885,680,120,0.720000000000027
"C3",4,1,"R04_F01","C3_R04_F01","ANN_L1_L2","64-32",0.000125,0.001,0.001,13,38,TRUE,FALSE,0.64783778808379,0.723468635675591,680,120,0.580000000000041
"C3",4,2,"R04_F02","C3_R04_F02","ANN_0","64-32",0.000125,0,0,12,37,TRUE,FALSE,0.737223796881981,0.606972072124963,680,120,0.560000000000059
"C3",4,2,"R04_F02","C3_R04_F02","ANN_L1","64-32",0.000125,1e-05,0,12,37,TRUE,FALSE,0.737042007112744,0.60721077462162,680,120,0.5
"C3",4,2,"R04_F02","C3_R04_F02","ANN_L2","64-32",0.000125,0,0.001,12,37,TRUE,FALSE,0.737200588168066,0.607000296825269,680,120,0.519999999999982
"C3",4,2,"R04_F02","C3_R04_F02","ANN_L1_L2","64-32",0.000125,0.001,0.01,14,39,TRUE,FALSE,0.738442871068025,0.605074481408774,680,120,0.5
"C3",4,3,"R04_F03","C3_R04_F03","ANN_0","64-32",0.000125,0,0,11,36,TRUE,FALSE,0.740379632450087,0.547138488311084,680,120,0.489999999999895
"C3",4,3,"R04_F03","C3_R04_F03","ANN_L1","64-32",0.000125,0.001,0,34,59,TRUE,FALSE,0.74031190463369,0.557892595959629,680,120,0.709999999999923
"C3",4,3,"R04_F03","C3_R04_F03","ANN_L2","64-32",0.000125,0,1e-04,11,36,TRUE,FALSE,0.740309833363428,0.547253919976856,680,120,0.470000000000027
"C3",4,3,"R04_F03","C3_R04_F03","ANN_L1_L2","64-32",0.000125,0.001,1e-04,34,59,TRUE,FALSE,0.740719969678701,0.557410627444211,680,120,0.769999999999982
"C3",4,4,"R04_F04","C3_R04_F04","ANN_0","32-16",0.001,0,0,5,30,TRUE,FALSE,0.781990612291379,0.487191972668076,680,120,0.350000000000023
"C3",4,4,"R04_F04","C3_R04_F04","ANN_L1","32-16",0.001,0.01,0,23,48,TRUE,FALSE,0.784845571505608,0.479619500055397,680,120,0.620000000000005
"C3",4,4,"R04_F04","C3_R04_F04","ANN_L2","32-16",0.001,0,0.001,5,30,TRUE,FALSE,0.782225682126913,0.486752949344979,680,120,0.290000000000077
"C3",4,4,"R04_F04","C3_R04_F04","ANN_L1_L2","32-16",0.001,0.01,1e-04,23,48,TRUE,FALSE,0.785115298699535,0.478924226132007,680,120,0.57000000000005
"C3",4,5,"R04_F05","C3_R04_F05","ANN_0","64-32",0.000125,0,0,21,46,TRUE,FALSE,0.768060989476901,0.684707753053804,680,120,0.569999999999936
"C3",4,5,"R04_F05","C3_R04_F05","ANN_L1","64-32",0.000125,1e-04,0,20,45,TRUE,FALSE,0.768321509110932,0.684328264142058,680,120,0.539999999999964
"C3",4,5,"R04_F05","C3_R04_F05","ANN_L2","64-32",0.000125,0,0.01,20,45,TRUE,FALSE,0.768434783929571,0.68428551548656,680,120,0.579999999999927
"C3",4,5,"R04_F05","C3_R04_F05","ANN_L1_L2","64-32",0.000125,1e-04,0.01,20,45,TRUE,FALSE,0.768528690952813,0.684425849645656,680,120,0.559999999999945
"C3",5,1,"R05_F01","C3_R05_F01","ANN_0","64-32",0.000125,0,0,23,48,TRUE,FALSE,0.750770854899852,0.571159766161708,680,120,0.639999999999986
"C3",5,1,"R05_F01","C3_R05_F01","ANN_L1","64-32",0.000125,0.001,0,26,51,TRUE,FALSE,0.751193698637462,0.568672661093607,680,120,0.620000000000005
"C3",5,1,"R05_F01","C3_R05_F01","ANN_L2","64-32",0.000125,0,1e-04,23,48,TRUE,FALSE,0.750537794260444,0.571490573520743,680,120,0.57000000000005
"C3",5,1,"R05_F01","C3_R05_F01","ANN_L1_L2","64-32",0.000125,0.001,1e-04,26,51,TRUE,FALSE,0.751115668377346,0.568829658603982,680,120,0.639999999999986
"C3",5,2,"R05_F02","C3_R05_F02","ANN_0","64-32",0.000125,0,0,7,32,TRUE,FALSE,0.744201115790573,0.497633251410651,680,120,0.3900000000001
"C3",5,2,"R05_F02","C3_R05_F02","ANN_L1","64-32",0.000125,0.001,0,8,33,TRUE,FALSE,0.74846566953753,0.488785642051953,680,120,0.370000000000005
"C3",5,2,"R05_F02","C3_R05_F02","ANN_L2","64-32",0.000125,0,0.01,7,32,TRUE,FALSE,0.744407681575856,0.497106808182366,680,120,0.5
"C3",5,2,"R05_F02","C3_R05_F02","ANN_L1_L2","64-32",0.000125,0.001,0.01,8,33,TRUE,FALSE,0.749133856154427,0.487374669026119,680,120,0.399999999999977
"C3",5,3,"R05_F03","C3_R05_F03","ANN_0","64-32",0.000125,0,0,9,34,TRUE,FALSE,0.747368167366649,0.562176159119254,680,120,0.439999999999941
"C3",5,3,"R05_F03","C3_R05_F03","ANN_L1","64-32",0.000125,0.001,0,25,50,TRUE,FALSE,0.743926895616288,0.555534337215951,680,120,0.720000000000027
"C3",5,3,"R05_F03","C3_R05_F03","ANN_L2","64-32",0.000125,0,1e-05,9,34,TRUE,FALSE,0.747372652233664,0.562162782304724,680,120,0.519999999999982
"C3",5,3,"R05_F03","C3_R05_F03","ANN_L1_L2","64-32",0.000125,0.001,1e-05,25,50,TRUE,FALSE,0.743907422812091,0.555547259353283,680,120,0.620000000000005
"C3",5,4,"R05_F04","C3_R05_F04","ANN_0","64-32",0.00025,0,0,13,38,TRUE,FALSE,0.745025178273337,0.590027131270465,680,120,0.480000000000018
"C3",5,4,"R05_F04","C3_R05_F04","ANN_L1","64-32",0.00025,0.001,0,34,59,TRUE,FALSE,0.72591770290104,0.623609666665917,680,120,0.840000000000032
"C3",5,4,"R05_F04","C3_R05_F04","ANN_L2","64-32",0.00025,0,0.001,13,38,TRUE,FALSE,0.744319345011661,0.590893510009084,680,120,0.480000000000018
"C3",5,4,"R05_F04","C3_R05_F04","ANN_L1_L2","64-32",0.00025,0.001,0.01,34,59,TRUE,FALSE,0.725559857648627,0.622827503982918,680,120,0.830000000000041
"C3",5,5,"R05_F05","C3_R05_F05","ANN_0","32-16",5e-04,0,0,5,30,TRUE,FALSE,0.721620417081025,0.652781985659295,680,120,0.480000000000018
"C3",5,5,"R05_F05","C3_R05_F05","ANN_L1","32-16",5e-04,1e-04,0,5,30,TRUE,FALSE,0.721069355556161,0.653661216413549,680,120,0.430000000000064
"C3",5,5,"R05_F05","C3_R05_F05","ANN_L2","32-16",5e-04,0,0.001,5,30,TRUE,FALSE,0.721718488030303,0.652583743009141,680,120,0.409999999999968
"C3",5,5,"R05_F05","C3_R05_F05","ANN_L1_L2","32-16",5e-04,1e-04,0.01,5,30,TRUE,FALSE,0.721728649308459,0.652388368754571,680,120,0.330000000000041
"C4",1,1,"R01_F01","C4_R01_F01","ANN_0","16-8",0.001,0,0,10,35,TRUE,FALSE,0.707192887524546,0.622445758618887,680,120,0.580000000000041
"C4",1,1,"R01_F01","C4_R01_F01","ANN_L1","16-8",0.001,0.001,0,22,47,TRUE,FALSE,0.690363917409267,0.637949403950571,680,120,0.590000000000032
