"Model","CandidateID","Architecture","Learning_rate","L1","L2","InnerFold","RMSE","Correlation","MAE","EarlyStop_epoch","Last_epoch","Stopped_by_patience","Hit_epoch_ceiling","Fit_seconds","Prediction_seconds","Status","Error","Scenario","Repetition","Fold","SplitID","TaskID"
"ANN_0",19,"2",5e-04,0,0,1,0.88518420026994,0.563532667154827,0.73415466813451,19,44,TRUE,FALSE,0.380000000000109,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",19,"2",5e-04,0,0,2,1.14689071636497,0.388476963859167,0.919562234554077,1,26,TRUE,FALSE,0.240000000000691,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",19,"2",5e-04,0,0,3,0.893804982568728,0.616760089030448,0.685791777572631,23,48,TRUE,FALSE,0.359999999999673,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",19,"2",5e-04,0,0,4,1.14229640798775,0.462366856942041,0.868899895657877,48,73,TRUE,FALSE,0.549999999999272,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",20,"4",5e-04,0,0,1,0.890541062136883,0.570442024354417,0.71628318191946,18,43,TRUE,FALSE,0.319999999999709,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",20,"4",5e-04,0,0,2,0.920547239470624,0.566617683380934,0.710113258805603,3,28,TRUE,FALSE,0.199999999999818,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",20,"4",5e-04,0,0,3,0.807640524243488,0.693474064129368,0.623595925400396,3,28,TRUE,FALSE,0.200000000000728,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",20,"4",5e-04,0,0,4,0.976499846090454,0.541865169268567,0.734100338270744,34,59,TRUE,FALSE,0.440000000000509,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",21,"8",5e-04,0,0,1,0.853764008950833,0.602098052138179,0.692867077312649,11,36,TRUE,FALSE,0.260000000000218,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",21,"8",5e-04,0,0,2,0.891194362395327,0.568900393501049,0.693557564243109,1,26,TRUE,FALSE,0.25,0.0100000000002183,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",21,"8",5e-04,0,0,3,0.816142684491841,0.689805676904476,0.62286138024529,7,32,TRUE,FALSE,0.220000000000255,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",21,"8",5e-04,0,0,4,0.924347408000431,0.564657391273197,0.699978236105784,11,36,TRUE,FALSE,0.239999999999782,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",22,"16",5e-04,0,0,1,0.874954581738917,0.615180118972685,0.709225700208901,3,28,TRUE,FALSE,0.1899999999996,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",22,"16",5e-04,0,0,2,0.864249283871628,0.624202685707333,0.673444769670237,1,26,TRUE,FALSE,0.170000000000073,0.0100000000002183,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",22,"16",5e-04,0,0,3,0.815327558521186,0.685721412193568,0.655359568955406,17,42,TRUE,FALSE,0.260000000000218,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",22,"16",5e-04,0,0,4,0.915522727445148,0.586081147026096,0.693447421660161,2,27,TRUE,FALSE,0.1899999999996,0.0200000000004366,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",23,"32",5e-04,0,0,1,0.94506496531115,0.629414104286546,0.762915437157668,2,27,TRUE,FALSE,0.199999999999818,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",23,"32",5e-04,0,0,2,0.863893010386557,0.603128836356183,0.675615283353644,1,26,TRUE,FALSE,0.159999999999854,0.0100000000002183,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",23,"32",5e-04,0,0,3,0.831659138350534,0.68763238494366,0.653557340013438,1,26,TRUE,FALSE,0.190000000000509,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",23,"32",5e-04,0,0,4,0.973609673546373,0.544712888016433,0.756342618691402,24,49,TRUE,FALSE,0.319999999999709,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",24,"8-4",5e-04,0,0,1,0.909492835145384,0.540289097059218,0.720477618767048,51,76,TRUE,FALSE,0.819999999999709,0.0100000000002183,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",24,"8-4",5e-04,0,0,2,0.882957827030734,0.584966418319046,0.686648603049922,43,68,TRUE,FALSE,0.679999999999382,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",24,"8-4",5e-04,0,0,3,0.79821134712995,0.69828092152759,0.641054899575492,6,31,TRUE,FALSE,0.320000000000618,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",24,"8-4",5e-04,0,0,4,0.984173242612466,0.56165706659808,0.733606512192659,53,78,TRUE,FALSE,0.819999999999709,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",25,"16-8",5e-04,0,0,1,0.844235173063269,0.613431746039329,0.69618828946021,13,38,TRUE,FALSE,0.339999999999236,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",25,"16-8",5e-04,0,0,2,0.815253926236747,0.641221626114723,0.623605038480947,6,31,TRUE,FALSE,0.329999999999927,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",25,"16-8",5e-04,0,0,3,0.814944584487287,0.706450549818157,0.653539084636958,11,36,TRUE,FALSE,0.389999999999418,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",25,"16-8",5e-04,0,0,4,0.935133506497717,0.567365789580945,0.709857317490707,26,51,TRUE,FALSE,0.610000000000582,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",26,"32-16",5e-04,0,0,1,0.875408168122663,0.611137568991865,0.70825014294478,10,35,TRUE,FALSE,0.359999999999673,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",26,"32-16",5e-04,0,0,2,0.826037906528093,0.659598640966643,0.63343229750666,3,28,TRUE,FALSE,0.300000000000182,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",26,"32-16",5e-04,0,0,3,0.860586052668202,0.681571041242153,0.676042999343931,4,29,TRUE,FALSE,0.270000000000437,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",26,"32-16",5e-04,0,0,4,0.887996174213474,0.615407673358535,0.681758023152639,4,29,TRUE,FALSE,0.260000000000218,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",27,"64-32",5e-04,0,0,1,0.860162500348747,0.60432600147624,0.703552494478125,8,33,TRUE,FALSE,0.3100000000004,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",27,"64-32",5e-04,0,0,2,0.848953297930087,0.658798992924587,0.66076396570632,2,27,TRUE,FALSE,0.25,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",27,"64-32",5e-04,0,0,3,0.848963834927484,0.700183022976953,0.674669628807045,2,27,TRUE,FALSE,0.25,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",27,"64-32",5e-04,0,0,4,0.935326713811649,0.577294185337727,0.710676615504873,14,39,TRUE,FALSE,0.369999999999891,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",28,"2",0.001,0,0,1,0.904818548918093,0.554153967830028,0.748387609931635,12,37,TRUE,FALSE,0.329999999999927,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",28,"2",0.001,0,0,2,1.13436833098262,0.491048926865823,0.91461795451871,1,26,TRUE,FALSE,0.219999999999345,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",28,"2",0.001,0,0,3,0.906861449700129,0.603237088896129,0.694245877627215,12,37,TRUE,FALSE,0.25,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",28,"2",0.001,0,0,4,1.14020891819574,0.449008742943456,0.868500998357196,34,59,TRUE,FALSE,0.460000000000036,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",29,"4",0.001,0,0,1,0.870998010353877,0.572689768363371,0.716801439320198,8,33,TRUE,FALSE,0.230000000000473,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",29,"4",0.001,0,0,2,0.980387188660736,0.533374544377249,0.754044306423971,1,26,TRUE,FALSE,0.1899999999996,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",29,"4",0.001,0,0,3,0.818874917852789,0.673631047927819,0.642205081883646,1,26,TRUE,FALSE,0.179999999999382,0.0100000000002183,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",29,"4",0.001,0,0,4,0.965238929002389,0.534194433027202,0.736071590382236,12,37,TRUE,FALSE,0.309999999999491,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",30,"8",0.001,0,0,1,0.877851644215226,0.598670708843086,0.711969406688256,6,31,TRUE,FALSE,0.220000000000255,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",30,"8",0.001,0,0,2,0.843731480621122,0.613548922801128,0.662828002205877,19,44,TRUE,FALSE,0.300000000000182,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",30,"8",0.001,0,0,3,0.847817494108631,0.68149272837019,0.644934205065263,4,29,TRUE,FALSE,0.210000000000036,0.0100000000002183,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",30,"8",0.001,0,0,4,0.936460671834054,0.543024933444153,0.711272268118957,6,31,TRUE,FALSE,0.220000000000255,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",31,"16",0.001,0,0,1,0.843773648824441,0.602826897354052,0.685882506813162,1,26,TRUE,FALSE,0.190000000000509,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",31,"16",0.001,0,0,2,0.870361198269559,0.564005804131341,0.683174897408565,6,31,TRUE,FALSE,0.219999999999345,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",31,"16",0.001,0,0,3,0.84335830751241,0.661477850534853,0.677521484220206,10,35,TRUE,FALSE,0.25,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",31,"16",0.001,0,0,4,0.910633975141839,0.598797355183123,0.696891677423991,1,26,TRUE,FALSE,0.199999999999818,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",32,"32",0.001,0,0,1,0.975853824653044,0.507253072181432,0.772046087999591,20,45,TRUE,FALSE,0.300000000000182,0.00999999999930878,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",32,"32",0.001,0,0,2,0.845067378975198,0.600598324597818,0.658593522746994,4,29,TRUE,FALSE,0.210000000000036,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",32,"32",0.001,0,0,3,0.862115918301731,0.636852082519049,0.680142962746597,16,41,TRUE,FALSE,0.329999999999927,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",32,"32",0.001,0,0,4,0.990263186902685,0.540320472779509,0.767699236800928,18,43,TRUE,FALSE,0.350000000000364,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",33,"8-4",0.001,0,0,1,0.906249943407806,0.546375399888261,0.732687376800814,30,55,TRUE,FALSE,0.609999999999673,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",33,"8-4",0.001,0,0,2,0.907784245553236,0.56702219447875,0.714495152934338,30,55,TRUE,FALSE,0.579999999999927,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",33,"8-4",0.001,0,0,3,0.801078690929824,0.694585463094757,0.645081961981512,3,28,TRUE,FALSE,0.289999999999964,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",33,"8-4",0.001,0,0,4,0.942180938891111,0.577433882708716,0.722508429101638,33,58,TRUE,FALSE,0.610000000000582,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",34,"16-8",0.001,0,0,1,0.862305879577926,0.613965061114201,0.700692141065012,7,32,TRUE,FALSE,0.359999999999673,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",34,"16-8",0.001,0,0,2,0.818081819291969,0.637268400863583,0.626230174956998,3,28,TRUE,FALSE,0.309999999999491,0.0200000000004366,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",34,"16-8",0.001,0,0,3,0.830098422061645,0.694574373935193,0.66804274116423,6,31,TRUE,FALSE,0.340000000000146,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",34,"16-8",0.001,0,0,4,0.931272750227173,0.563570050981236,0.708831281841782,15,40,TRUE,FALSE,0.479999999999563,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",35,"32-16",0.001,0,0,1,0.910160709219649,0.590039427351602,0.740582214720968,7,32,TRUE,FALSE,0.369999999999891,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",35,"32-16",0.001,0,0,2,0.798309682668921,0.659242349577438,0.615332135696613,2,27,TRUE,FALSE,0.279999999999745,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",35,"32-16",0.001,0,0,3,0.891409151946091,0.666128309180488,0.69567442548748,2,27,TRUE,FALSE,0.270000000000437,0.0199999999995271,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",35,"32-16",0.001,0,0,4,0.889199130793829,0.61677617011053,0.683368393452629,2,27,TRUE,FALSE,0.339999999999236,0.0200000000004366,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",36,"64-32",0.001,0,0,1,0.881804397038008,0.605598842178373,0.721925355552635,4,29,TRUE,FALSE,0.3100000000004,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",36,"64-32",0.001,0,0,2,0.839760659912546,0.638232174572569,0.642998438646721,11,36,TRUE,FALSE,0.329999999999927,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",36,"64-32",0.001,0,0,3,0.855275171180955,0.694264713322106,0.680221758059972,1,26,TRUE,FALSE,0.25,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_0",36,"64-32",0.001,0,0,4,0.954352415117865,0.571285881772683,0.729786397372614,10,35,TRUE,FALSE,0.280000000000655,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",1,"32-16",0.000125,1e-05,0,1,0.833006875552686,0.613544257330864,0.675650525054493,29,54,TRUE,FALSE,0.5,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",1,"32-16",0.000125,1e-05,0,2,0.880660752725309,0.582298796675538,0.680875261100503,11,36,TRUE,FALSE,0.359999999999673,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",1,"32-16",0.000125,1e-05,0,3,0.752488264189228,0.73871477770306,0.58932395670078,20,45,TRUE,FALSE,0.420000000000073,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",1,"32-16",0.000125,1e-05,0,4,0.904322286450581,0.60622720635104,0.685814052628676,29,54,TRUE,FALSE,0.5600000000004,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",2,"32-16",0.000125,1e-04,0,1,0.83260738991603,0.61368615895466,0.675075322178457,29,54,TRUE,FALSE,0.630000000000109,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",2,"32-16",0.000125,1e-04,0,2,0.880358582461886,0.58282596069872,0.680376558346033,11,36,TRUE,FALSE,0.410000000000764,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",2,"32-16",0.000125,1e-04,0,3,0.752907561897428,0.738401885174038,0.589822438512181,20,45,TRUE,FALSE,0.4399999999996,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",2,"32-16",0.000125,1e-04,0,4,0.904948670910696,0.607697323162382,0.687097264227032,28,53,TRUE,FALSE,0.529999999999745,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",3,"32-16",0.000125,0.001,0,1,0.830612547875241,0.611374168972053,0.673205200009986,32,57,TRUE,FALSE,0.610000000000582,0.00999999999930878,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",3,"32-16",0.000125,0.001,0,2,0.881945911965294,0.584285190339343,0.681818367693238,11,36,TRUE,FALSE,0.350000000000364,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",3,"32-16",0.000125,0.001,0,3,0.755520315657113,0.735080473197465,0.592112589258249,23,48,TRUE,FALSE,0.480000000000473,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",3,"32-16",0.000125,0.001,0,4,0.910130048370173,0.60831774594137,0.693264537645334,27,52,TRUE,FALSE,0.529999999999745,0.0200000000004366,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",4,"32-16",0.000125,0.01,0,1,0.939267526578115,0.525119509932065,0.769730277921559,121,146,TRUE,FALSE,1.60999999999967,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",4,"32-16",0.000125,0.01,0,2,0.914746461163944,0.543755559789858,0.705785188349597,56,81,TRUE,FALSE,0.860000000000582,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",4,"32-16",0.000125,0.01,0,3,0.959531036576395,0.665540710291768,0.761601478472311,119,144,TRUE,FALSE,1.54999999999927,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",4,"32-16",0.000125,0.01,0,4,0.925189871890327,0.571682836685591,0.706460334587506,645,670,TRUE,FALSE,7.75,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",5,"32-16",0.000125,0.03,0,1,1.03549350194617,0.270163950605413,0.856932884747903,76,101,TRUE,FALSE,0.960000000000036,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",5,"32-16",0.000125,0.03,0,2,1.08041304038034,-0.0217033698420806,0.845785078156314,1,26,TRUE,FALSE,0.25,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",5,"32-16",0.000125,0.03,0,3,1.11033877970524,0.643131473587032,0.865676085751588,91,116,TRUE,FALSE,1.13999999999942,0.0200000000004366,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",5,"32-16",0.000125,0.03,0,4,1.14651235664401,0.483606972725452,0.867343320851494,98,123,TRUE,FALSE,1.26000000000022,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",6,"32-16",0.000125,0.1,0,1,1.04214177580155,0.0524289434251587,0.86312195575317,75,100,TRUE,FALSE,1.03999999999996,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",6,"32-16",0.000125,0.1,0,2,1.08042872830183,-0.021746647080188,0.845795583838731,1,26,TRUE,FALSE,0.219999999999345,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",6,"32-16",0.000125,0.1,0,3,1.13645023115061,0.0553941654433409,0.880170920644379,1,26,TRUE,FALSE,0.25,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1",6,"32-16",0.000125,0.1,0,4,1.15712202541148,0.416887626308919,0.875017664628847,101,126,TRUE,FALSE,1.28999999999996,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L2",1,"32-16",0.000125,0,1e-05,1,0.833019628577366,0.613546151409784,0.675682146059346,29,54,TRUE,FALSE,0.569999999999709,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L2",1,"32-16",0.000125,0,1e-05,2,0.880189378991698,0.58298473870363,0.680368925393108,11,36,TRUE,FALSE,0.340000000000146,0.0100000000002183,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L2",1,"32-16",0.000125,0,1e-05,3,0.752260190323939,0.738932124113931,0.589141764630848,20,45,TRUE,FALSE,0.449999999999818,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L2",1,"32-16",0.000125,0,1e-05,4,0.903527893455959,0.607080286688906,0.685288875654042,29,54,TRUE,FALSE,0.530000000000655,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L2",2,"32-16",0.000125,0,1e-04,1,0.833034812180516,0.613536037259602,0.675675843750803,29,54,TRUE,FALSE,0.579999999999927,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L2",2,"32-16",0.000125,0,1e-04,2,0.880462865065688,0.58259586078262,0.680712231459736,11,36,TRUE,FALSE,0.350000000000364,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L2",2,"32-16",0.000125,0,1e-04,3,0.752238262885316,0.73894777154476,0.58912062776295,20,45,TRUE,FALSE,0.510000000000218,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L2",2,"32-16",0.000125,0,1e-04,4,0.904073604405052,0.606642396343532,0.68564983460139,29,54,TRUE,FALSE,0.579999999999927,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L2",3,"32-16",0.000125,0,0.001,1,0.83265970983058,0.613908560091501,0.675301110728772,29,54,TRUE,FALSE,0.630000000000109,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L2",3,"32-16",0.000125,0,0.001,2,0.880575813740914,0.582454236016049,0.680857848525632,11,36,TRUE,FALSE,0.389999999999418,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L2",3,"32-16",0.000125,0,0.001,3,0.752551054959789,0.738753439557642,0.589351637593585,20,45,TRUE,FALSE,0.529999999999745,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L2",3,"32-16",0.000125,0,0.001,4,0.902032827575728,0.60670748369337,0.684231074270364,30,55,TRUE,FALSE,0.639999999999418,0.0200000000004366,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L2",4,"32-16",0.000125,0,0.01,1,0.831853993197213,0.614257228605157,0.674415176145111,29,54,TRUE,FALSE,0.619999999999891,0.0200000000004366,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L2",4,"32-16",0.000125,0,0.01,2,0.88049779533072,0.582487486438076,0.680432227425279,11,36,TRUE,FALSE,0.390000000000327,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L2",4,"32-16",0.000125,0,0.01,3,0.752559120615979,0.738735639959832,0.589563436913381,20,45,TRUE,FALSE,0.5,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L2",4,"32-16",0.000125,0,0.01,4,0.901625456174513,0.606000438833266,0.684829966368096,31,56,TRUE,FALSE,0.619999999999891,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1_L2",1,"32-16",0.000125,1e-05,1e-05,1,0.832902707864198,0.613661737361288,0.675494570056375,29,54,TRUE,FALSE,0.640000000000327,0.0100000000002183,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1_L2",1,"32-16",0.000125,1e-05,1e-05,2,0.880666309179941,0.582292437237109,0.680874748921178,11,36,TRUE,FALSE,0.420000000000073,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1_L2",1,"32-16",0.000125,1e-05,1e-05,3,0.752666868606233,0.738608210488944,0.589361606653046,20,45,TRUE,FALSE,0.5,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1_L2",1,"32-16",0.000125,1e-05,1e-05,4,0.903979551032872,0.606615609144302,0.685680899042303,29,54,TRUE,FALSE,0.630000000000109,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1_L2",2,"32-16",0.000125,1e-04,1e-05,1,0.832575454683322,0.613712389601671,0.675081743792545,29,54,TRUE,FALSE,0.610000000000582,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1_L2",2,"32-16",0.000125,1e-04,1e-05,2,0.880358529553063,0.582826092482475,0.680376502767377,11,36,TRUE,FALSE,0.369999999999891,0.0199999999995271,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1_L2",2,"32-16",0.000125,1e-04,1e-05,3,0.752907699552582,0.738401902734036,0.58982274079316,20,45,TRUE,FALSE,0.590000000000146,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1_L2",2,"32-16",0.000125,1e-04,1e-05,4,0.90494836430498,0.607697847303377,0.687096646862023,28,53,TRUE,FALSE,0.489999999999782,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1_L2",3,"32-16",0.000125,0.001,1e-05,1,0.83067273689693,0.611307957428024,0.673237526579748,32,57,TRUE,FALSE,0.530000000000655,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1_L2",3,"32-16",0.000125,0.001,1e-05,2,0.881946446931532,0.58428509532661,0.68181862974804,11,36,TRUE,FALSE,0.329999999999927,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1_L2",3,"32-16",0.000125,0.001,1e-05,3,0.755580346003239,0.734999255829678,0.592066422403196,23,48,TRUE,FALSE,0.520000000000437,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1_L2",3,"32-16",0.000125,0.001,1e-05,4,0.910239363560385,0.608137637322107,0.693350135587749,27,52,TRUE,FALSE,0.550000000000182,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1_L2",4,"32-16",0.000125,0.01,1e-05,1,0.865487230365901,0.569660764055205,0.703432409237993,816,841,TRUE,FALSE,8.86999999999989,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1_L2",4,"32-16",0.000125,0.01,1e-05,2,0.914751047232333,0.543714823826115,0.705774143953264,56,81,TRUE,FALSE,0.840000000000146,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1_L2",4,"32-16",0.000125,0.01,1e-05,3,0.959632637218756,0.665463636613421,0.761590840851927,119,144,TRUE,FALSE,1.61999999999989,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1_L2",4,"32-16",0.000125,0.01,1e-05,4,0.925603797704744,0.571407592265112,0.706435652378659,611,636,TRUE,FALSE,7.02000000000044,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
"ANN_L1_L2",5,"32-16",0.000125,0.03,1e-05,1,1.03548330481544,0.270406056078593,0.856926855620752,76,101,TRUE,FALSE,0.980000000000473,0,"ok",NA,"C2",2,2,"R02_F02","C2_R02_F02"
