"Dataset","Scenario","QTL_N","H2_nominal","Repetition","Fold","SplitID","TaskID","Model","Architecture","Learning_rate","L1","L2","Best_epoch","Epoch_Last","Epoch_Stopped_by_patience","Epoch_Hit_ceiling","Inner_RMSE","Inner_Correlation","Inner_MAE","N_train","N_test","N_pred_finite","N_zero_variance_markers","Genetic_Correlation","Genetic_RMSE","Genetic_MAE","Genetic_Bias","Genetic_Slope","Genetic_R2","Phenotype_Correlation","Phenotype_RMSE","Phenotype_MAE","Phenotype_Bias","Phenotype_Slope","Phenotype_R2","Epoch_selection_seconds","Final_fit_seconds","Predict_seconds","Status","Error"
"simulated","C4",120,0.5,1,3,"R01_F03","C4_R01_F03","ANN_L1","32-16",0.000125,1e-04,0,31,56,TRUE,FALSE,0.693902027157034,0.581957900605957,0.560343500975544,800,200,200,0,0.866611923788782,0.2923198377301,0.23709942263442,-0.0113614703636092,1.01569826737091,0.750459868134398,0.614079499003875,0.692519506891566,0.562322710880271,0.0102545296363908,1.07738859958376,0.375010971669884,0.839999999999918,0.280000000000086,0,"ok",NA
"simulated","C4",120,0.5,1,3,"R01_F03","C4_R01_F03","ANN_L2","32-16",0.000125,0,1e-05,31,56,TRUE,FALSE,0.694015825366711,0.581729219502687,0.560382281872436,800,200,200,0,0.866823189785865,0.292048081837111,0.236921472078911,-0.0105582875705281,1.0134978532548,0.750923623725995,0.614825740676534,0.691992996566726,0.561716386165071,0.0110577124294718,1.07609863147888,0.375960946602286,0.659999999999968,0.260000000000105,0,"ok",NA
"simulated","C4",120,0.5,1,3,"R01_F03","C4_R01_F03","ANN_L1_L2","32-16",0.000125,0.001,0.01,36,61,TRUE,FALSE,0.693671373140452,0.581660190381574,0.560272106287388,800,200,200,0,0.861021688950508,0.298961318263463,0.241186788355499,0.00211668551469792,1.05970438594548,0.738991998038255,0.612480651005248,0.695543974275485,0.565690120524016,0.0237326855146979,1.12841990773685,0.369539973053024,0.960000000000036,0.340000000000032,0,"ok",NA
"simulated","C4",120,0.5,1,4,"R01_F04","C4_R01_F04","ANN_0","32-16",0.000125,0,0,20,45,TRUE,FALSE,0.690476036816307,0.599646721461239,0.567438732256548,800,200,200,0,0.814997611941628,0.334654616334881,0.265782869438885,-0.000449445498197747,1.01971026282167,0.663972334444698,0.539714361870116,0.692533329668876,0.556541940509029,0.0549190545018019,0.958843529892991,0.286266424395587,0.670000000000073,0.270000000000095,0.00999999999999091,"ok",NA
"simulated","C4",120,0.5,1,4,"R01_F04","C4_R01_F04","ANN_L1","32-16",0.000125,0.001,0,22,47,TRUE,FALSE,0.699324788074807,0.594020103624366,0.570083803738648,800,200,200,0,0.821176044312834,0.329480894690931,0.263357908085593,0.000148696083955215,1.0085185981698,0.674281918789011,0.545616641888863,0.689582153251027,0.555245996339593,0.0555171960839549,0.95147758468568,0.292336502401781,0.6400000000001,0.230000000000018,0,"ok",NA
"simulated","C4",120,0.5,1,4,"R01_F04","C4_R01_F04","ANN_L2","32-16",0.000125,0,0.01,20,45,TRUE,FALSE,0.701089375102322,0.591927592658459,0.571738980179265,800,200,200,0,0.815291235722766,0.334455744893443,0.265890997840086,0.0014516359679417,1.02250100571512,0.664371590554679,0.539489865202364,0.692779851430104,0.556831304547026,0.0568201359679414,0.960721641219958,0.285758197087917,0.75,0.240000000000009,0,"ok",NA
"simulated","C4",120,0.5,1,4,"R01_F04","C4_R01_F04","ANN_L1_L2","32-16",0.000125,0.001,1e-04,22,47,TRUE,FALSE,0.69898192598878,0.594243680724106,0.569671059237622,800,200,200,0,0.821335640007265,0.329349744700548,0.263268181438239,-1.38931786750617e-06,1.00877653383505,0.674541171583114,0.545395099809902,0.689692911423845,0.555435138950334,0.0553671106821322,0.951149639042081,0.292109159480823,1.05000000000007,0.330000000000041,0.00999999999999091,"ok",NA
"simulated","C4",120,0.5,1,5,"R01_F05","C4_R01_F05","ANN_0","64-32",0.000125,0,0,23,48,TRUE,FALSE,0.706386475921566,0.586852082912574,0.57716101108255,800,200,200,0,0.833083749159424,0.316782178763419,0.253636183740042,-0.00612685143533398,1.05447982718567,0.692060782483038,0.523933131511714,0.676806918507796,0.54749959292008,-0.0654138514353333,0.917363429140257,0.265416442599396,0.909999999999968,0.230000000000018,0,"ok",NA
"simulated","C4",120,0.5,1,5,"R01_F05","C4_R01_F05","ANN_L1","64-32",0.000125,1e-04,0,23,48,TRUE,FALSE,0.692891208475155,0.6037389228813,0.567468718033433,800,200,200,0,0.833453914537828,0.316572865473957,0.253501373320412,-0.00685334090535129,1.05720336389638,0.692467588675884,0.524454874752846,0.676551226512082,0.547333164839463,-0.0661403409053506,0.92023981524134,0.26597137680859,0.779999999999973,0.340000000000032,0,"ok",NA
"simulated","C4",120,0.5,1,5,"R01_F05","C4_R01_F05","ANN_L2","64-32",0.000125,0,1e-05,23,48,TRUE,FALSE,0.693006700350721,0.603541436373838,0.567563543381355,800,200,200,0,0.833106588385072,0.316768884090674,0.253632422785674,-0.00615497447290089,1.05465086616454,0.692086629045688,0.523923522812207,0.676811348521878,0.547548028000325,-0.0654419744729002,0.917470248064096,0.265406826190153,0.700000000000045,0.259999999999991,0.0199999999999818,"ok",NA
"simulated","C4",120,0.5,1,5,"R01_F05","C4_R01_F05","ANN_L1_L2","64-32",0.000125,1e-04,1e-05,23,48,TRUE,FALSE,0.692899865077171,0.603738489938821,0.567476563149058,800,200,200,0,0.8334561701917,0.316563694048642,0.253553862885935,-0.00689852361737266,1.0569654074686,0.692485407446811,0.524411109252714,0.676584086897829,0.54739201062867,-0.0661855236173719,0.919953420682276,0.265900070901418,0.860000000000014,0.310000000000059,0,"ok",NA
"simulated","C4",120,0.5,2,1,"R02_F01","C4_R02_F01","ANN_0","64-32",0.000125,0,0,9,34,TRUE,FALSE,0.704497116904253,0.594811207487142,0.569642621376542,800,200,200,0,0.836582492419962,0.333345527018496,0.267805889683875,0.0149504900714841,1.28583221024523,0.664611945319545,0.588698356859026,0.652319248043571,0.53798356987366,0.0331184900714842,1.25339899328054,0.330675478961117,0.490000000000009,0.110000000000014,0,"ok",NA
"simulated","C4",120,0.5,2,1,"R02_F01","C4_R02_F01","ANN_L1","64-32",0.000125,0.001,0,29,54,TRUE,FALSE,0.701818788803314,0.598431092291458,0.567860584509495,800,200,200,0,0.856817706112641,0.301198744689082,0.244213038399962,-0.00731873079195204,0.906585027869118,0.726180330653912,0.593026666499486,0.646024732410423,0.53035760255021,0.0108492692080481,0.869191201271302,0.343530371017545,0.759999999999991,0.329999999999927,0.0100000000001046,"ok",NA
"simulated","C4",120,0.5,2,1,"R02_F01","C4_R02_F01","ANN_L2","64-32",0.000125,0,1e-04,9,34,TRUE,FALSE,0.701533061771079,0.598608163341708,0.568615540550758,800,200,200,0,0.836773903492539,0.333321766171432,0.267735358247012,0.0147918656604387,1.28726982479042,0.664659756492098,0.588605972480945,0.652401936272638,0.53801130130377,0.0329598656604389,1.25431644132417,0.330505780558764,0.490000000000009,0.110000000000014,0,"ok",NA
"simulated","C4",120,0.5,2,1,"R02_F01","C4_R02_F01","ANN_L1_L2","64-32",0.000125,1e-05,0.01,9,34,TRUE,FALSE,0.701513778716715,0.598697685873107,0.56864656215178,800,200,200,0,0.835978616072421,0.333908551691996,0.268333853991476,0.0153997826999799,1.28653773159828,0.663478039481716,0.587940847295051,0.652757728049661,0.538238703532833,0.03356778269998,1.25337775331722,0.329775355104988,0.649999999999977,0.120000000000005,0,"ok",NA
"simulated","C4",120,0.5,2,2,"R02_F02","C4_R02_F02","ANN_0","32-16",0.000125,0,0,23,48,TRUE,FALSE,0.696885875944827,0.579247043964428,0.569472325799128,800,200,200,0,0.822661400943416,0.334842167931816,0.265267977562879,0.0188343243451278,0.86742109714106,0.659885727601259,0.625642317754099,0.669023704291224,0.531632691199837,0.0643998243451282,0.980656975199893,0.385582910520432,0.850000000000023,0.340000000000032,0,"ok",NA
"simulated","C4",120,0.5,2,2,"R02_F02","C4_R02_F02","ANN_L1","32-16",0.000125,1e-05,0,23,48,TRUE,FALSE,0.703977447003008,0.579839345725189,0.578288655446877,800,200,200,0,0.822552587353158,0.334947278648558,0.265421934872097,0.0185108810623197,0.867147326561036,0.659672162707233,0.625581916901481,0.66903619481039,0.531542381253879,0.0640763810623201,0.980382496289692,0.385559968253894,0.669999999999959,0.25,0,"ok",NA
"simulated","C4",120,0.5,2,2,"R02_F02","C4_R02_F02","ANN_L2","32-16",0.000125,0,1e-04,22,47,TRUE,FALSE,0.70374827611604,0.579851703217711,0.578579920993306,800,200,200,0,0.822665901478479,0.334204257827274,0.2648817064858,0.0276009273579349,0.87709982295179,0.661180401233262,0.625474369871206,0.669972124945836,0.532114655187538,0.0731664273579354,0.99132758344526,0.383839657191538,0.769999999999982,0.259999999999991,0,"ok",NA
"simulated","C4",120,0.5,2,2,"R02_F02","C4_R02_F02","ANN_L1_L2","32-16",0.000125,1e-04,1e-04,23,48,TRUE,FALSE,0.703959405544818,0.580994737637125,0.578312068153421,800,200,200,0,0.822300078355716,0.335120588181555,0.265575469046184,0.0190104929307236,0.867548077187926,0.659319884473289,0.625718789489249,0.668982648032161,0.531490128695848,0.0645759929307241,0.98135143516876,0.385658318590487,0.740000000000009,0.220000000000027,0,"ok",NA
"simulated","C4",120,0.5,2,3,"R02_F03","C4_R02_F03","ANN_0","64-32",0.00025,0,0,17,42,TRUE,FALSE,0.687132250051748,0.592690951389977,0.565560141509937,800,200,200,0,0.810046172191515,0.344269254859064,0.263747857335363,-0.0243389758478285,0.866234703985217,0.638721931988619,0.592188775485857,0.715394945771325,0.566932723529341,-0.0316989758478282,0.980515523623881,0.349271454399662,0.690000000000055,0.25,0.0199999999999818,"ok",NA
"simulated","C4",120,0.5,2,3,"R02_F03","C4_R02_F03","ANN_L1","64-32",0.00025,0.001,0,18,43,TRUE,FALSE,0.685677527022358,0.590351098718454,0.562191225335089,800,200,200,0,0.822591145549167,0.330222476998254,0.256685432759304,-0.0222946673338866,0.904523935439663,0.667602016745057,0.601142235203438,0.70943785021827,0.564625191427524,-0.0296546673338863,1.02348568486829,0.36006357009646,0.810000000000059,0.200000000000045,0,"ok",NA
"simulated","C4",120,0.5,2,3,"R02_F03","C4_R02_F03","ANN_L2","64-32",0.00025,0,1e-04,17,42,TRUE,FALSE,0.686843730889556,0.588888571714052,0.56304756610209,800,200,200,0,0.810835688867629,0.343376972356989,0.262577637163597,-0.0235374583216608,0.868117021695989,0.640592237526114,0.592165721361234,0.715366112010815,0.566250215774381,-0.0308974583216605,0.981651144864595,0.349323908147159,0.610000000000014,0.17999999999995,0,"ok",NA
"simulated","C4",120,0.5,2,3,"R02_F03","C4_R02_F03","ANN_L1_L2","64-32",0.00025,0.001,0.01,18,43,TRUE,FALSE,0.68546282407129,0.589744839029689,0.562101104231859,800,200,200,0,0.82498595365782,0.327556400649234,0.254782869795619,-0.0226139168493967,0.913546216170225,0.672947631098475,0.604225121458924,0.707527517985999,0.563663058319658,-0.0299739168493964,1.03597969707658,0.363505295858154,0.789999999999964,0.279999999999973,0,"ok",NA
"simulated","C4",120,0.5,2,4,"R02_F04","C4_R02_F04","ANN_0","16-8",5e-04,0,0,7,32,TRUE,FALSE,0.699394890503253,0.56762439137454,0.572258160644187,800,200,200,0,0.838692631702863,0.345201689007443,0.269708524549948,-0.0447187223201264,0.868266595781767,0.681875032498018,0.554434622557489,0.725394460237046,0.588116011750833,-0.0206177223201263,0.806928083809096,0.289225308416732,0.590000000000032,0.0999999999999091,0,"ok",NA
"simulated","C4",120,0.5,2,4,"R02_F04","C4_R02_F04","ANN_L1","16-8",5e-04,1e-05,0,7,32,TRUE,FALSE,0.701628453789035,0.575016854871485,0.572523908821366,800,200,200,0,0.838503517597918,0.345189384462574,0.269773798238275,-0.0439298695171717,0.868783520956267,0.681897710910658,0.553801027301453,0.725740164379515,0.588206498692774,-0.0198288695171716,0.806667695788165,0.288547673502043,0.549999999999955,0.0600000000000591,0.0199999999999818,"ok",NA
