"Scenario","QTL_N","H2_nominal","Phenotype_mean","Phenotype_sd","Genetic_mean","Genetic_sd","Residual_mean","Residual_sd","Cor_P_G","Cor_G_E","H2_realized","VarG_over_VarP","CV_empirical_pct","CV_metadata"
"C1",8,0.7,101.6953079,2.29396821220482,101.6953066,1.94994163233312,1.29999999995789e-06,1.25301709487475,0.837730408976431,-0.0225174132573649,0.707751844675321,0.72255087707156,2.2557266992697,12
"C2",40,0.7,102.5620408,1.07589306197045,102.5620429,0.957366169609258,-2.10000000021182e-06,0.525569459883994,0.872733679136606,-0.0350059519864367,0.768419303914223,0.791804452780655,1.04901682296717,12
"C3",80,0.5,103.2460211,0.934380778860896,103.2460221,0.697845238988681,-1.00000000034584e-06,0.637754754891241,0.731017286905184,-0.0232012963854106,0.544900489285096,0.557789645244736,0.905004153095539,12
"C4",120,0.5,103.6229401,0.852491639382585,103.6229396,0.589293437098061,4.99999999931333e-07,0.58900048786436,0.723660313556298,0.0468945790890812,0.500248621510632,0.477840495378358,0.822686210755938,12
"C5",240,0.3,104.0021824,0.845073622767944,104.0021815,0.471007485927293,8.99999999631973e-07,0.718396687805727,0.527469470132868,-0.0351573863456511,0.300630803013564,0.310646544172815,0.81255373999531,12
"C6",480,0.3,104.2552361,0.735006190985884,104.2552346,0.411164774433042,1.49999999982242e-06,0.622969112414711,0.531421010746943,-0.0330145445483524,0.303432443776642,0.312931878028648,0.705006499895005,12
